"Description","Value","Replicate.Name","Area.Value","Area.with.QC","Mz.Value","RT.Value","SN.Value","Alignment.ID","Metabolite.Name","Run.Type","SN.Flag","Area.Min.Flag","RT.Flag","Blank.Flag","all.Flags"
NA,NA,"171030_Smp_IL2WBT5um_1",0,NA,204.102,0,0,3648,"3 Indolebutyric Acid","smp","SN.Flag","Area.Min.Flag","RT.Flag",NA,"SN.Flag, Area.Min.Flag, RT.Flag, "
NA,NA,"171030_Smp_IL2WBT5um_2",1199,NA,204.102,7.221,0.1919322,3648,"3 Indolebutyric Acid","smp","SN.Flag","Area.Min.Flag",NA,NA,"SN.Flag, Area.Min.Flag, "
NA,NA,"171030_Smp_IL2WBT5um_3",0,NA,204.102,0,0,3648,"3 Indolebutyric Acid","smp","SN.Flag","Area.Min.Flag","RT.Flag",NA,"SN.Flag, Area.Min.Flag, RT.Flag, "
NA,NA,"171030_Smp_IT0_1",0,NA,204.102,0,0,3648,"3 Indolebutyric Acid","smp","SN.Flag","Area.Min.Flag","RT.Flag",NA,"SN.Flag, Area.Min.Flag, RT.Flag, "
NA,NA,"171030_Smp_IT0_2",0,NA,204.102,0,0,3648,"3 Indolebutyric Acid","smp","SN.Flag","Area.Min.Flag","RT.Flag",NA,"SN.Flag, Area.Min.Flag, RT.Flag, "
NA,NA,"171030_Smp_IT0_3",0,NA,204.102,0,0,3648,"3 Indolebutyric Acid","smp","SN.Flag","Area.Min.Flag","RT.Flag",NA,"SN.Flag, Area.Min.Flag, RT.Flag, "
NA,NA,"171030_Smp_IT05um_1",0,NA,204.102,0,0,3648,"3 Indolebutyric Acid","smp","SN.Flag","Area.Min.Flag","RT.Flag",NA,"SN.Flag, Area.Min.Flag, RT.Flag, "
NA,NA,"171030_Smp_IT05um_2",0,NA,204.102,0,0,3648,"3 Indolebutyric Acid","smp","SN.Flag","Area.Min.Flag","RT.Flag",NA,"SN.Flag, Area.Min.Flag, RT.Flag, "
NA,NA,"171030_Smp_IT05um_3",0,NA,204.102,0,0,3648,"3 Indolebutyric Acid","smp","SN.Flag","Area.Min.Flag","RT.Flag",NA,"SN.Flag, Area.Min.Flag, RT.Flag, "
NA,NA,"171030_Std_250nMStdinAqMatrix_1",1709601,1709601,204.102,7.203,122.9625,3648,"3 Indolebutyric Acid","std",NA,NA,NA,NA,NA
NA,NA,"171030_Std_250nMStdinAqMatrix_2",9495756,9495756,204.102,7.206,630.9313,3648,"3 Indolebutyric Acid","std",NA,NA,NA,NA,NA
NA,NA,"171030_Std_250nMStdinH2O_1",1921684,1921684,204.102,7.206,125.2625,3648,"3 Indolebutyric Acid","std",NA,NA,NA,NA,NA
NA,NA,"171030_Std_250nMStdinH2O_2",10229320,10229320,204.102,7.213,707.2463,3648,"3 Indolebutyric Acid","std",NA,NA,NA,NA,NA
NA,NA,"171013_Blk_ProcessBlk_1",2243,NA,190.086,6.923,0.2780691,3095,"3 Indolepropionic Acid","blk","SN.Flag","Area.Min.Flag",NA,NA,"SN.Flag, Area.Min.Flag, "
NA,NA,"171013_Blk_ProcessBlk_2",0,NA,190.086,0,0,3095,"3 Indolepropionic Acid","blk","SN.Flag","Area.Min.Flag","RT.Flag","Blank.Flag","SN.Flag, Area.Min.Flag, RT.Flag, Blank.Flag"
NA,NA,"171013_Blk_ProcessBlk_3",1898,NA,190.086,6.967,0.2353575,3095,"3 Indolepropionic Acid","blk","SN.Flag","Area.Min.Flag",NA,NA,"SN.Flag, Area.Min.Flag, "
NA,NA,"171013_Poo_Sept29QC_1",0,NA,190.086,0,0,3095,"3 Indolepropionic Acid","poo","SN.Flag","Area.Min.Flag","RT.Flag","Blank.Flag","SN.Flag, Area.Min.Flag, RT.Flag, Blank.Flag"
NA,NA,"171013_Poo_Sept29QC_2",0,NA,190.086,0,0,3095,"3 Indolepropionic Acid","poo","SN.Flag","Area.Min.Flag","RT.Flag","Blank.Flag","SN.Flag, Area.Min.Flag, RT.Flag, Blank.Flag"
NA,NA,"171013_Poo_TruePooInc1_dda1",0,NA,190.086,0,0,3095,"3 Indolepropionic Acid","poo","SN.Flag","Area.Min.Flag","RT.Flag","Blank.Flag","SN.Flag, Area.Min.Flag, RT.Flag, Blank.Flag"
NA,NA,"171013_Poo_TruePooInc1_dda2",0,NA,190.086,0,0,3095,"3 Indolepropionic Acid","poo","SN.Flag","Area.Min.Flag","RT.Flag","Blank.Flag","SN.Flag, Area.Min.Flag, RT.Flag, Blank.Flag"
NA,NA,"171013_Poo_TruePooInc1_dda3",0,NA,190.086,0,0,3095,"3 Indolepropionic Acid","poo","SN.Flag","Area.Min.Flag","RT.Flag","Blank.Flag","SN.Flag, Area.Min.Flag, RT.Flag, Blank.Flag"
NA,NA,"171013_Poo_TruePooInc1_dda4",0,NA,190.086,0,0,3095,"3 Indolepropionic Acid","poo","SN.Flag","Area.Min.Flag","RT.Flag","Blank.Flag","SN.Flag, Area.Min.Flag, RT.Flag, Blank.Flag"
NA,NA,"171013_Poo_TruePooInc1_Full1",0,NA,190.086,0,0,3095,"3 Indolepropionic Acid","poo","SN.Flag","Area.Min.Flag","RT.Flag","Blank.Flag","SN.Flag, Area.Min.Flag, RT.Flag, Blank.Flag"
NA,NA,"171013_Poo_TruePooInc1_Full2",0,NA,190.086,0,0,3095,"3 Indolepropionic Acid","poo","SN.Flag","Area.Min.Flag","RT.Flag","Blank.Flag","SN.Flag, Area.Min.Flag, RT.Flag, Blank.Flag"
NA,NA,"171013_Poo_TruePooInc1_Full3",0,NA,190.086,0,0,3095,"3 Indolepropionic Acid","poo","SN.Flag","Area.Min.Flag","RT.Flag","Blank.Flag","SN.Flag, Area.Min.Flag, RT.Flag, Blank.Flag"
NA,NA,"171013_Poo_TruePooInc1_Full4",1136,NA,190.086,6.922,0.137303,3095,"3 Indolepropionic Acid","poo","SN.Flag","Area.Min.Flag",NA,NA,"SN.Flag, Area.Min.Flag, "
NA,NA,"171013_Poo_TruePooInc1_Half1",0,NA,190.086,0,0,3095,"3 Indolepropionic Acid","poo","SN.Flag","Area.Min.Flag","RT.Flag","Blank.Flag","SN.Flag, Area.Min.Flag, RT.Flag, Blank.Flag"
NA,NA,"171013_Poo_TruePooInc1_Half2",0,NA,190.086,0,0,3095,"3 Indolepropionic Acid","poo","SN.Flag","Area.Min.Flag","RT.Flag","Blank.Flag","SN.Flag, Area.Min.Flag, RT.Flag, Blank.Flag"
NA,NA,"171013_Poo_TruePooInc1_Half3",148,NA,190.086,7.093,0.03612764,3095,"3 Indolepropionic Acid","poo","SN.Flag","Area.Min.Flag",NA,"Blank.Flag","SN.Flag, Area.Min.Flag, Blank.Flag"
NA,NA,"171013_Poo_TruePooInc1_Half4",0,NA,190.086,0,0,3095,"3 Indolepropionic Acid","poo","SN.Flag","Area.Min.Flag","RT.Flag","Blank.Flag","SN.Flag, Area.Min.Flag, RT.Flag, Blank.Flag"
NA,NA,"171013_Smp_DSW700m_1",0,NA,190.086,0,0,3095,"3 Indolepropionic Acid","smp","SN.Flag","Area.Min.Flag","RT.Flag","Blank.Flag","SN.Flag, Area.Min.Flag, RT.Flag, Blank.Flag"
NA,NA,"171013_Smp_DSW700m_2",0,NA,190.086,0,0,3095,"3 Indolepropionic Acid","smp","SN.Flag","Area.Min.Flag","RT.Flag","Blank.Flag","SN.Flag, Area.Min.Flag, RT.Flag, Blank.Flag"
NA,NA,"171013_Smp_DSW700m_3",0,NA,190.086,0,0,3095,"3 Indolepropionic Acid","smp","SN.Flag","Area.Min.Flag","RT.Flag","Blank.Flag","SN.Flag, Area.Min.Flag, RT.Flag, Blank.Flag"
NA,NA,"171013_Smp_IL1Control_1",0,NA,190.086,0,0,3095,"3 Indolepropionic Acid","smp","SN.Flag","Area.Min.Flag","RT.Flag","Blank.Flag","SN.Flag, Area.Min.Flag, RT.Flag, Blank.Flag"
NA,NA,"171013_Smp_IL1Control_2",0,NA,190.086,0,0,3095,"3 Indolepropionic Acid","smp","SN.Flag","Area.Min.Flag","RT.Flag","Blank.Flag","SN.Flag, Area.Min.Flag, RT.Flag, Blank.Flag"
NA,NA,"171013_Smp_IL1Control_3",0,NA,190.086,0,0,3095,"3 Indolepropionic Acid","smp","SN.Flag","Area.Min.Flag","RT.Flag","Blank.Flag","SN.Flag, Area.Min.Flag, RT.Flag, Blank.Flag"
NA,NA,"171013_Smp_IL1Control5um_1",0,NA,190.086,0,0,3095,"3 Indolepropionic Acid","smp","SN.Flag","Area.Min.Flag","RT.Flag","Blank.Flag","SN.Flag, Area.Min.Flag, RT.Flag, Blank.Flag"
NA,NA,"171013_Smp_IL1Control5um_2",0,NA,190.086,0,0,3095,"3 Indolepropionic Acid","smp","SN.Flag","Area.Min.Flag","RT.Flag","Blank.Flag","SN.Flag, Area.Min.Flag, RT.Flag, Blank.Flag"
NA,NA,"171013_Smp_IL1Control5um_3",1238,NA,190.086,6.964,0.1500001,3095,"3 Indolepropionic Acid","smp","SN.Flag","Area.Min.Flag",NA,NA,"SN.Flag, Area.Min.Flag, "
NA,NA,"171013_Smp_IL1DMB_1",0,NA,190.086,0,0,3095,"3 Indolepropionic Acid","smp","SN.Flag","Area.Min.Flag","RT.Flag","Blank.Flag","SN.Flag, Area.Min.Flag, RT.Flag, Blank.Flag"
NA,NA,"171013_Smp_IL1DMB_2",0,NA,190.086,0,0,3095,"3 Indolepropionic Acid","smp","SN.Flag","Area.Min.Flag","RT.Flag","Blank.Flag","SN.Flag, Area.Min.Flag, RT.Flag, Blank.Flag"
NA,NA,"171013_Smp_IL1DMB_3",1671,NA,190.086,6.993,0.2065941,3095,"3 Indolepropionic Acid","smp","SN.Flag","Area.Min.Flag",NA,NA,"SN.Flag, Area.Min.Flag, "
NA,NA,"171013_Smp_IL1DMB5um_1",19007,19007,190.086,6.958,1.064637,3095,"3 Indolepropionic Acid","smp","SN.Flag",NA,NA,NA,"SN.Flag, "
NA,NA,"171013_Smp_IL1DMB5um_2",0,NA,190.086,0,0,3095,"3 Indolepropionic Acid","smp","SN.Flag","Area.Min.Flag","RT.Flag","Blank.Flag","SN.Flag, Area.Min.Flag, RT.Flag, Blank.Flag"
NA,NA,"171013_Smp_IL1DMB5um_3",5399,5399,190.086,6.889,0.2288123,3095,"3 Indolepropionic Acid","smp","SN.Flag",NA,NA,NA,"SN.Flag, "
NA,NA,"171013_Smp_IL1DMBnoBT_1",0,NA,190.086,0,0,3095,"3 Indolepropionic Acid","smp","SN.Flag","Area.Min.Flag","RT.Flag","Blank.Flag","SN.Flag, Area.Min.Flag, RT.Flag, Blank.Flag"
NA,NA,"171013_Smp_IL1DMBnoBT_2",1862,NA,190.086,6.879,0.2293756,3095,"3 Indolepropionic Acid","smp","SN.Flag","Area.Min.Flag",NA,NA,"SN.Flag, Area.Min.Flag, "
NA,NA,"171013_Smp_IL1DMBnoBT5um_1",1344,NA,190.086,6.991,0.162095,3095,"3 Indolepropionic Acid","smp","SN.Flag","Area.Min.Flag",NA,NA,"SN.Flag, Area.Min.Flag, "
NA,NA,"171013_Smp_IL1DMBnoBT5um_2",2556,NA,190.086,6.972,0.1642682,3095,"3 Indolepropionic Acid","smp","SN.Flag","Area.Min.Flag",NA,NA,"SN.Flag, Area.Min.Flag, "
NA,NA,"171013_Smp_IL1DMBnoBT5um_3",0,NA,190.086,0,0,3095,"3 Indolepropionic Acid","smp","SN.Flag","Area.Min.Flag","RT.Flag","Blank.Flag","SN.Flag, Area.Min.Flag, RT.Flag, Blank.Flag"
NA,NA,"171013_Smp_IL1DSW_1",2005,NA,190.086,6.913,0.2476314,3095,"3 Indolepropionic Acid","smp","SN.Flag","Area.Min.Flag",NA,NA,"SN.Flag, Area.Min.Flag, "
NA,NA,"171013_Smp_IL1DSW_2",0,NA,190.086,0,0,3095,"3 Indolepropionic Acid","smp","SN.Flag","Area.Min.Flag","RT.Flag","Blank.Flag","SN.Flag, Area.Min.Flag, RT.Flag, Blank.Flag"
NA,NA,"171013_Smp_IL1DSW_3",0,NA,190.086,0,0,3095,"3 Indolepropionic Acid","smp","SN.Flag","Area.Min.Flag","RT.Flag","Blank.Flag","SN.Flag, Area.Min.Flag, RT.Flag, Blank.Flag"
NA,NA,"171013_Smp_IL1DSW5um_1",1313,NA,190.086,6.929,0.1607547,3095,"3 Indolepropionic Acid","smp","SN.Flag","Area.Min.Flag",NA,NA,"SN.Flag, Area.Min.Flag, "
NA,NA,"171013_Smp_IL1DSW5um_2",0,NA,190.086,0,0,3095,"3 Indolepropionic Acid","smp","SN.Flag","Area.Min.Flag","RT.Flag","Blank.Flag","SN.Flag, Area.Min.Flag, RT.Flag, Blank.Flag"
NA,NA,"171013_Smp_IL1DSW5um_3",0,NA,190.086,0,0,3095,"3 Indolepropionic Acid","smp","SN.Flag","Area.Min.Flag","RT.Flag","Blank.Flag","SN.Flag, Area.Min.Flag, RT.Flag, Blank.Flag"
NA,NA,"171013_Smp_IL1noBT_1",0,NA,190.086,0,0,3095,"3 Indolepropionic Acid","smp","SN.Flag","Area.Min.Flag","RT.Flag","Blank.Flag","SN.Flag, Area.Min.Flag, RT.Flag, Blank.Flag"
NA,NA,"171013_Smp_IL1noBT_2",1879,NA,190.086,6.884,0.2316618,3095,"3 Indolepropionic Acid","smp","SN.Flag","Area.Min.Flag",NA,NA,"SN.Flag, Area.Min.Flag, "
NA,NA,"171013_Smp_IL1noBT_3",0,NA,190.086,0,0,3095,"3 Indolepropionic Acid","smp","SN.Flag","Area.Min.Flag","RT.Flag","Blank.Flag","SN.Flag, Area.Min.Flag, RT.Flag, Blank.Flag"
NA,NA,"171013_Smp_IL1noBT5um_1",1417,NA,190.086,7.028,0.1723156,3095,"3 Indolepropionic Acid","smp","SN.Flag","Area.Min.Flag",NA,NA,"SN.Flag, Area.Min.Flag, "
NA,NA,"171013_Smp_IL1noBT5um_2",1449,NA,190.086,6.973,0.1757742,3095,"3 Indolepropionic Acid","smp","SN.Flag","Area.Min.Flag",NA,NA,"SN.Flag, Area.Min.Flag, "
NA,NA,"171013_Smp_IL1noBT5um_3",0,NA,190.086,0,0,3095,"3 Indolepropionic Acid","smp","SN.Flag","Area.Min.Flag","RT.Flag","Blank.Flag","SN.Flag, Area.Min.Flag, RT.Flag, Blank.Flag"
NA,NA,"171013_Smp_IL1WBT_1",0,NA,190.086,0,0,3095,"3 Indolepropionic Acid","smp","SN.Flag","Area.Min.Flag","RT.Flag","Blank.Flag","SN.Flag, Area.Min.Flag, RT.Flag, Blank.Flag"
NA,NA,"171013_Smp_IL1WBT_2",0,NA,190.086,0,0,3095,"3 Indolepropionic Acid","smp","SN.Flag","Area.Min.Flag","RT.Flag","Blank.Flag","SN.Flag, Area.Min.Flag, RT.Flag, Blank.Flag"
NA,NA,"171013_Smp_IL1WBT_3",1886,NA,190.086,6.991,0.2331917,3095,"3 Indolepropionic Acid","smp","SN.Flag","Area.Min.Flag",NA,NA,"SN.Flag, Area.Min.Flag, "
NA,NA,"171013_Smp_IL1WBT5um_1",1735,NA,190.086,7.007,0.2054789,3095,"3 Indolepropionic Acid","smp","SN.Flag","Area.Min.Flag",NA,NA,"SN.Flag, Area.Min.Flag, "
NA,NA,"171013_Smp_IL1WBT5um_2",0,NA,190.086,0,0,3095,"3 Indolepropionic Acid","smp","SN.Flag","Area.Min.Flag","RT.Flag","Blank.Flag","SN.Flag, Area.Min.Flag, RT.Flag, Blank.Flag"
NA,NA,"171013_Smp_IL1WBT5um_3",0,NA,190.086,0,0,3095,"3 Indolepropionic Acid","smp","SN.Flag","Area.Min.Flag","RT.Flag","Blank.Flag","SN.Flag, Area.Min.Flag, RT.Flag, Blank.Flag"
NA,NA,"171013_Smp_IT0_1",1591,NA,190.086,7.062,0.1954919,3095,"3 Indolepropionic Acid","smp","SN.Flag","Area.Min.Flag",NA,NA,"SN.Flag, Area.Min.Flag, "
NA,NA,"171013_Smp_IT0_2",0,NA,190.086,0,0,3095,"3 Indolepropionic Acid","smp","SN.Flag","Area.Min.Flag","RT.Flag","Blank.Flag","SN.Flag, Area.Min.Flag, RT.Flag, Blank.Flag"
NA,NA,"171013_Smp_IT0_3",0,NA,190.086,0,0,3095,"3 Indolepropionic Acid","smp","SN.Flag","Area.Min.Flag","RT.Flag","Blank.Flag","SN.Flag, Area.Min.Flag, RT.Flag, Blank.Flag"
NA,NA,"171013_Smp_IT05um_1",0,NA,190.086,0,0,3095,"3 Indolepropionic Acid","smp","SN.Flag","Area.Min.Flag","RT.Flag","Blank.Flag","SN.Flag, Area.Min.Flag, RT.Flag, Blank.Flag"
NA,NA,"171013_Smp_IT05um_2",0,NA,190.086,0,0,3095,"3 Indolepropionic Acid","smp","SN.Flag","Area.Min.Flag","RT.Flag","Blank.Flag","SN.Flag, Area.Min.Flag, RT.Flag, Blank.Flag"
NA,NA,"171013_Smp_IT05um_3",0,NA,190.086,0,0,3095,"3 Indolepropionic Acid","smp","SN.Flag","Area.Min.Flag","RT.Flag","Blank.Flag","SN.Flag, Area.Min.Flag, RT.Flag, Blank.Flag"
NA,NA,"171013_Std_250nMStdinAqMatrix_1",9793089,9793089,190.086,6.971,464.0781,3095,"3 Indolepropionic Acid","std",NA,NA,NA,NA,NA
NA,NA,"171013_Std_250nMStdinAqMatrix_2",11079684,11079684,190.086,6.964,452.561,3095,"3 Indolepropionic Acid","std",NA,NA,NA,NA,NA
NA,NA,"171013_Std_250nMStdinH2O_1",14974927,14974927,190.086,6.969,829.2462,3095,"3 Indolepropionic Acid","std",NA,NA,NA,NA,NA
NA,NA,"171013_Std_250nMStdinH2O_2",16866036,16866036,190.086,6.973,514.6049,3095,"3 Indolepropionic Acid","std",NA,NA,NA,NA,NA
NA,NA,"171030_Blk_ProcessBlk_1",0,NA,190.086,0,0,3095,"3 Indolepropionic Acid","blk","SN.Flag","Area.Min.Flag","RT.Flag","Blank.Flag","SN.Flag, Area.Min.Flag, RT.Flag, Blank.Flag"
NA,NA,"171030_Blk_ProcessBlk_2",0,NA,190.086,0,0,3095,"3 Indolepropionic Acid","blk","SN.Flag","Area.Min.Flag","RT.Flag","Blank.Flag","SN.Flag, Area.Min.Flag, RT.Flag, Blank.Flag"
NA,NA,"171030_Blk_ProcessBlk_3",0,NA,190.086,0,0,3095,"3 Indolepropionic Acid","blk","SN.Flag","Area.Min.Flag","RT.Flag","Blank.Flag","SN.Flag, Area.Min.Flag, RT.Flag, Blank.Flag"
NA,NA,"171030_Poo_Sept29QC_1",3823,NA,190.086,6.934,0.1786893,3095,"3 Indolepropionic Acid","poo","SN.Flag","Area.Min.Flag",NA,NA,"SN.Flag, Area.Min.Flag, "
NA,NA,"171030_Poo_Sept29QC_2",0,NA,190.086,0,0,3095,"3 Indolepropionic Acid","poo","SN.Flag","Area.Min.Flag","RT.Flag","Blank.Flag","SN.Flag, Area.Min.Flag, RT.Flag, Blank.Flag"
NA,NA,"171030_Poo_TruePooInc2_dda1",0,NA,190.086,0,0,3095,"3 Indolepropionic Acid","poo","SN.Flag","Area.Min.Flag","RT.Flag","Blank.Flag","SN.Flag, Area.Min.Flag, RT.Flag, Blank.Flag"
NA,NA,"171030_Poo_TruePooInc2_dda2",0,NA,190.086,0,0,3095,"3 Indolepropionic Acid","poo","SN.Flag","Area.Min.Flag","RT.Flag","Blank.Flag","SN.Flag, Area.Min.Flag, RT.Flag, Blank.Flag"
NA,NA,"171030_Poo_TruePooInc2_dda3",0,NA,190.086,0,0,3095,"3 Indolepropionic Acid","poo","SN.Flag","Area.Min.Flag","RT.Flag","Blank.Flag","SN.Flag, Area.Min.Flag, RT.Flag, Blank.Flag"
NA,NA,"171030_Poo_TruePooInc2_dda4",0,NA,190.086,0,0,3095,"3 Indolepropionic Acid","poo","SN.Flag","Area.Min.Flag","RT.Flag","Blank.Flag","SN.Flag, Area.Min.Flag, RT.Flag, Blank.Flag"
NA,NA,"171030_Poo_TruePooInc2_Full1",2604,NA,190.086,6.951,0.1686625,3095,"3 Indolepropionic Acid","poo","SN.Flag","Area.Min.Flag",NA,NA,"SN.Flag, Area.Min.Flag, "
NA,NA,"171030_Poo_TruePooInc2_Full2",1068,NA,190.086,7.037,0.1270951,3095,"3 Indolepropionic Acid","poo","SN.Flag","Area.Min.Flag",NA,NA,"SN.Flag, Area.Min.Flag, "
NA,NA,"171030_Poo_TruePooInc2_Full3",2254,NA,190.086,7.033,0.1574388,3095,"3 Indolepropionic Acid","poo","SN.Flag","Area.Min.Flag",NA,NA,"SN.Flag, Area.Min.Flag, "
NA,NA,"171030_Poo_TruePooInc2_Full4",2160,NA,190.086,7.013,0.1340169,3095,"3 Indolepropionic Acid","poo","SN.Flag","Area.Min.Flag",NA,NA,"SN.Flag, Area.Min.Flag, "
NA,NA,"171030_Poo_TruePooInc2_Half1",4227,NA,190.086,6.994,0.234548,3095,"3 Indolepropionic Acid","poo","SN.Flag","Area.Min.Flag",NA,NA,"SN.Flag, Area.Min.Flag, "
NA,NA,"171030_Poo_TruePooInc2_Half2",1230,NA,190.086,6.886,0.1461833,3095,"3 Indolepropionic Acid","poo","SN.Flag","Area.Min.Flag",NA,NA,"SN.Flag, Area.Min.Flag, "
NA,NA,"171030_Poo_TruePooInc2_Half3",0,NA,190.086,0,0,3095,"3 Indolepropionic Acid","poo","SN.Flag","Area.Min.Flag","RT.Flag","Blank.Flag","SN.Flag, Area.Min.Flag, RT.Flag, Blank.Flag"
NA,NA,"171030_Poo_TruePooInc2_Half4",0,NA,190.086,0,0,3095,"3 Indolepropionic Acid","poo","SN.Flag","Area.Min.Flag","RT.Flag","Blank.Flag","SN.Flag, Area.Min.Flag, RT.Flag, Blank.Flag"
NA,NA,"171030_Smp_DSW700m_1",0,NA,190.086,0,0,3095,"3 Indolepropionic Acid","smp","SN.Flag","Area.Min.Flag","RT.Flag","Blank.Flag","SN.Flag, Area.Min.Flag, RT.Flag, Blank.Flag"
NA,NA,"171030_Smp_DSW700m_2",983,NA,190.086,6.95,0.116235,3095,"3 Indolepropionic Acid","smp","SN.Flag","Area.Min.Flag",NA,NA,"SN.Flag, Area.Min.Flag, "
NA,NA,"171030_Smp_DSW700m_3",0,NA,190.086,0,0,3095,"3 Indolepropionic Acid","smp","SN.Flag","Area.Min.Flag","RT.Flag","Blank.Flag","SN.Flag, Area.Min.Flag, RT.Flag, Blank.Flag"
NA,NA,"171030_Smp_IL2Control_1",0,NA,190.086,0,0,3095,"3 Indolepropionic Acid","smp","SN.Flag","Area.Min.Flag","RT.Flag","Blank.Flag","SN.Flag, Area.Min.Flag, RT.Flag, Blank.Flag"
NA,NA,"171030_Smp_IL2Control_2",1243,NA,190.086,6.891,0.1490745,3095,"3 Indolepropionic Acid","smp","SN.Flag","Area.Min.Flag",NA,NA,"SN.Flag, Area.Min.Flag, "
NA,NA,"171030_Smp_IL2Control_3",0,NA,190.086,0,0,3095,"3 Indolepropionic Acid","smp","SN.Flag","Area.Min.Flag","RT.Flag","Blank.Flag","SN.Flag, Area.Min.Flag, RT.Flag, Blank.Flag"
NA,NA,"171030_Smp_IL2Control5um_1",0,NA,190.086,0,0,3095,"3 Indolepropionic Acid","smp","SN.Flag","Area.Min.Flag","RT.Flag","Blank.Flag","SN.Flag, Area.Min.Flag, RT.Flag, Blank.Flag"
NA,NA,"171030_Smp_IL2Control5um_2",989,NA,190.086,7.091,0.1436799,3095,"3 Indolepropionic Acid","smp","SN.Flag","Area.Min.Flag",NA,NA,"SN.Flag, Area.Min.Flag, "
NA,NA,"171030_Smp_IL2Control5um_3",1255,NA,190.086,7.038,0.1487279,3095,"3 Indolepropionic Acid","smp","SN.Flag","Area.Min.Flag",NA,NA,"SN.Flag, Area.Min.Flag, "
NA,NA,"171030_Smp_IL2DMB_1",0,NA,190.086,0,0,3095,"3 Indolepropionic Acid","smp","SN.Flag","Area.Min.Flag","RT.Flag","Blank.Flag","SN.Flag, Area.Min.Flag, RT.Flag, Blank.Flag"
NA,NA,"171030_Smp_IL2DMB_2",0,NA,190.086,0,0,3095,"3 Indolepropionic Acid","smp","SN.Flag","Area.Min.Flag","RT.Flag","Blank.Flag","SN.Flag, Area.Min.Flag, RT.Flag, Blank.Flag"
NA,NA,"171030_Smp_IL2DMB_3",0,NA,190.086,0,0,3095,"3 Indolepropionic Acid","smp","SN.Flag","Area.Min.Flag","RT.Flag","Blank.Flag","SN.Flag, Area.Min.Flag, RT.Flag, Blank.Flag"
NA,NA,"171030_Smp_IL2DMB5um_1",2847,NA,190.086,6.962,0.1753165,3095,"3 Indolepropionic Acid","smp","SN.Flag","Area.Min.Flag",NA,NA,"SN.Flag, Area.Min.Flag, "
NA,NA,"171030_Smp_IL2DMB5um_1.2nd.Inj",2173,NA,190.086,6.904,0.2244629,3095,"3 Indolepropionic Acid","smp","SN.Flag","Area.Min.Flag",NA,NA,"SN.Flag, Area.Min.Flag, "
NA,NA,"171030_Smp_IL2DMB5um_2",1141,NA,190.086,7.028,0.1346961,3095,"3 Indolepropionic Acid","smp","SN.Flag","Area.Min.Flag",NA,NA,"SN.Flag, Area.Min.Flag, "
NA,NA,"171030_Smp_IL2DMB5um_3",1298,NA,190.086,6.999,0.1551333,3095,"3 Indolepropionic Acid","smp","SN.Flag","Area.Min.Flag",NA,NA,"SN.Flag, Area.Min.Flag, "
NA,NA,"171030_Smp_IL2DMBnoBT_1",0,NA,190.086,0,0,3095,"3 Indolepropionic Acid","smp","SN.Flag","Area.Min.Flag","RT.Flag","Blank.Flag","SN.Flag, Area.Min.Flag, RT.Flag, Blank.Flag"
NA,NA,"171030_Smp_IL2DMBnoBT_2",1204,NA,190.086,7.044,0.1431278,3095,"3 Indolepropionic Acid","smp","SN.Flag","Area.Min.Flag",NA,NA,"SN.Flag, Area.Min.Flag, "
NA,NA,"171030_Smp_IL2DMBnoBT_3",1219,NA,190.086,7.037,0.1452338,3095,"3 Indolepropionic Acid","smp","SN.Flag","Area.Min.Flag",NA,NA,"SN.Flag, Area.Min.Flag, "
NA,NA,"171030_Smp_IL2DMBnoBT5um_1",1150,NA,190.086,6.969,0.1360706,3095,"3 Indolepropionic Acid","smp","SN.Flag","Area.Min.Flag",NA,NA,"SN.Flag, Area.Min.Flag, "
NA,NA,"171030_Smp_IL2DMBnoBT5um_2",0,NA,190.086,0,0,3095,"3 Indolepropionic Acid","smp","SN.Flag","Area.Min.Flag","RT.Flag","Blank.Flag","SN.Flag, Area.Min.Flag, RT.Flag, Blank.Flag"
NA,NA,"171030_Smp_IL2DMBnoBT5um_3",2371,NA,190.086,6.944,0.1334072,3095,"3 Indolepropionic Acid","smp","SN.Flag","Area.Min.Flag",NA,NA,"SN.Flag, Area.Min.Flag, "
NA,NA,"171030_Smp_IL2DSW_1",0,NA,190.086,0,0,3095,"3 Indolepropionic Acid","smp","SN.Flag","Area.Min.Flag","RT.Flag","Blank.Flag","SN.Flag, Area.Min.Flag, RT.Flag, Blank.Flag"
NA,NA,"171030_Smp_IL2DSW_2",0,NA,190.086,0,0,3095,"3 Indolepropionic Acid","smp","SN.Flag","Area.Min.Flag","RT.Flag","Blank.Flag","SN.Flag, Area.Min.Flag, RT.Flag, Blank.Flag"
NA,NA,"171030_Smp_IL2DSW_3",1443,NA,190.086,6.99,0.1726062,3095,"3 Indolepropionic Acid","smp","SN.Flag","Area.Min.Flag",NA,NA,"SN.Flag, Area.Min.Flag, "
NA,NA,"171030_Smp_IL2DSW5um_1",0,NA,190.086,0,0,3095,"3 Indolepropionic Acid","smp","SN.Flag","Area.Min.Flag","RT.Flag","Blank.Flag","SN.Flag, Area.Min.Flag, RT.Flag, Blank.Flag"
NA,NA,"171030_Smp_IL2DSW5um_2",2748,NA,190.086,6.952,0.1689916,3095,"3 Indolepropionic Acid","smp","SN.Flag","Area.Min.Flag",NA,NA,"SN.Flag, Area.Min.Flag, "
